run_id,image_path,scenario,strategy,auto_selected_strategy,pred_action,true_action,confidence,was_tie,arbitration_ms,perception_ms,n_conflicts,max_severity,agreement_rate,agent_actions
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251692175_jpg.rf.48358283a9cc6cc071f653255b0ad850.jpg,clear_day,Majority Voting,,PROCEED,SLOW DOWN,0.333,True,0.07179999374784529,26144.296000013128,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251692175_jpg.rf.48358283a9cc6cc071f653255b0ad850.jpg,clear_day,Confidence Weighted Voting,,PROCEED,SLOW DOWN,0.374,False,0.06500000017695129,26144.296000013128,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251692175_jpg.rf.48358283a9cc6cc071f653255b0ad850.jpg,clear_day,Rule-Based Arbitration,,EMERGENCY BRAKE,SLOW DOWN,0.99,False,0.04650000482797623,26144.296000013128,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251692175_jpg.rf.48358283a9cc6cc071f653255b0ad850.jpg,clear_day,Leader Election,,EMERGENCY BRAKE,SLOW DOWN,0.96,False,0.05400000372901559,26144.296000013128,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251692175_jpg.rf.48358283a9cc6cc071f653255b0ad850.jpg,clear_day,Dynamic Reliability Scoring,,PROCEED,SLOW DOWN,0.345,False,0.051000009989365935,26144.296000013128,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251692175_jpg.rf.48358283a9cc6cc071f653255b0ad850.jpg,clear_day,Bayesian Fusion,,PROCEED,SLOW DOWN,0.573,False,0.09529999806545675,26144.296000013128,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251692175_jpg.rf.48358283a9cc6cc071f653255b0ad850.jpg,clear_day,Weighted Consensus,,PROCEED,SLOW DOWN,0.345,False,0.05560001591220498,26144.296000013128,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251692175_jpg.rf.48358283a9cc6cc071f653255b0ad850.jpg,clear_day,Softmax-Weighted Selection,,PROCEED,SLOW DOWN,0.345,False,0.1016999885905534,26144.296000013128,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251692175_jpg.rf.48358283a9cc6cc071f653255b0ad850.jpg,clear_day,Adaptive Reliability Learning,,PROCEED,SLOW DOWN,0.345,False,0.0641999940853566,26144.296000013128,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251692175_jpg.rf.48358283a9cc6cc071f653255b0ad850.jpg,clear_day,Dynamic Entropy-Weighted Ensemble,,PROCEED,SLOW DOWN,0.322,False,0.06699998630210757,26144.296000013128,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251692175_jpg.rf.48358283a9cc6cc071f653255b0ad850.jpg,clear_day,Adaptive Strategy Selection,Rule-Based Arbitration,EMERGENCY BRAKE,SLOW DOWN,0.99,False,0.04439998883754015,26144.296000013128,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230765228_jpg.rf.cd99ce68bcbd22040fd71fe45af96718.jpg,blurred,Majority Voting,,PROCEED,EMERGENCY BRAKE,0.5,False,0.07589999586343765,23005.906300008064,2,CRITICAL,0.6666666666666666,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""SLOW DOWN"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230765228_jpg.rf.cd99ce68bcbd22040fd71fe45af96718.jpg,blurred,Confidence Weighted Voting,,PROCEED,EMERGENCY BRAKE,0.588,False,0.05859998054802418,23005.906300008064,2,CRITICAL,0.6666666666666666,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""SLOW DOWN"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230765228_jpg.rf.cd99ce68bcbd22040fd71fe45af96718.jpg,blurred,Rule-Based Arbitration,,EMERGENCY BRAKE,EMERGENCY BRAKE,0.99,False,0.06700001540593803,23005.906300008064,2,CRITICAL,0.6666666666666666,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""SLOW DOWN"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230765228_jpg.rf.cd99ce68bcbd22040fd71fe45af96718.jpg,blurred,Leader Election,,EMERGENCY BRAKE,EMERGENCY BRAKE,0.96,False,0.054800009820610285,23005.906300008064,2,CRITICAL,0.6666666666666666,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""SLOW DOWN"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230765228_jpg.rf.cd99ce68bcbd22040fd71fe45af96718.jpg,blurred,Dynamic Reliability Scoring,,PROCEED,EMERGENCY BRAKE,0.528,False,0.04980000085197389,23005.906300008064,2,CRITICAL,0.6666666666666666,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""SLOW DOWN"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230765228_jpg.rf.cd99ce68bcbd22040fd71fe45af96718.jpg,blurred,Bayesian Fusion,,PROCEED,EMERGENCY BRAKE,0.9,False,0.08420000085607171,23005.906300008064,2,CRITICAL,0.6666666666666666,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""SLOW DOWN"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230765228_jpg.rf.cd99ce68bcbd22040fd71fe45af96718.jpg,blurred,Weighted Consensus,,PROCEED,EMERGENCY BRAKE,0.528,False,0.05699999746866524,23005.906300008064,2,CRITICAL,0.6666666666666666,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""SLOW DOWN"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230765228_jpg.rf.cd99ce68bcbd22040fd71fe45af96718.jpg,blurred,Softmax-Weighted Selection,,PROCEED,EMERGENCY BRAKE,0.513,False,0.04719998105429113,23005.906300008064,2,CRITICAL,0.6666666666666666,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""SLOW DOWN"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230765228_jpg.rf.cd99ce68bcbd22040fd71fe45af96718.jpg,blurred,Adaptive Reliability Learning,,PROCEED,EMERGENCY BRAKE,0.513,False,0.04390001413412392,23005.906300008064,2,CRITICAL,0.6666666666666666,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""SLOW DOWN"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230765228_jpg.rf.cd99ce68bcbd22040fd71fe45af96718.jpg,blurred,Dynamic Entropy-Weighted Ensemble,,PROCEED,EMERGENCY BRAKE,0.438,False,0.05870001041330397,23005.906300008064,2,CRITICAL,0.6666666666666666,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""SLOW DOWN"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230765228_jpg.rf.cd99ce68bcbd22040fd71fe45af96718.jpg,blurred,Adaptive Strategy Selection,Rule-Based Arbitration,EMERGENCY BRAKE,EMERGENCY BRAKE,0.99,False,0.040399987483397126,23005.906300008064,2,CRITICAL,0.6666666666666666,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""SLOW DOWN"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656237246045_jpg.rf.5edfc71b1e645393190225375242f1bc.jpg,clear_day,Majority Voting,,PROCEED,SLOW DOWN,0.333,True,0.06719998782500625,20332.016200001817,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656237246045_jpg.rf.5edfc71b1e645393190225375242f1bc.jpg,clear_day,Confidence Weighted Voting,,PROCEED,SLOW DOWN,0.364,False,0.05980001878924668,20332.016200001817,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656237246045_jpg.rf.5edfc71b1e645393190225375242f1bc.jpg,clear_day,Rule-Based Arbitration,,EMERGENCY BRAKE,SLOW DOWN,0.99,False,0.04740001168102026,20332.016200001817,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656237246045_jpg.rf.5edfc71b1e645393190225375242f1bc.jpg,clear_day,Leader Election,,EMERGENCY BRAKE,SLOW DOWN,0.96,False,0.053099996875971556,20332.016200001817,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656237246045_jpg.rf.5edfc71b1e645393190225375242f1bc.jpg,clear_day,Dynamic Reliability Scoring,,PROCEED,SLOW DOWN,0.335,False,0.04909999552182853,20332.016200001817,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656237246045_jpg.rf.5edfc71b1e645393190225375242f1bc.jpg,clear_day,Bayesian Fusion,,PROCEED,SLOW DOWN,0.549,False,0.08379999781027436,20332.016200001817,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
run_59dc2647,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656237246045_jpg.rf.5edfc71b1e645393190225375242f1bc.jpg,clear_day,Weighted Consensus,,PROCEED,SLOW DOWN,0.335,False,0.05849997978657484,20332.016200001817,1,CRITICAL,0.8333333333333334,"{""Object Detection Agent"": ""PROCEED"", ""Secondary Detection Agent"": ""PROCEED"", ""Lane Detection Agent"": ""PROCEED"", ""Traffic Rule Agent"": ""PROCEED"", ""Scene Understanding Agent"": ""PROCEED"", ""Risk Assessment Agent"": ""EMERGENCY BRAKE"", ""Planning Agent"": ""EMERGENCY BRAKE""}"
